STATION,NAME,LATITUDE,LONGITUDE,ELEVATION
US1TXMDL026,"MIDLAND 1.1 WSW, TX US",32.01977,-102.118015,854.4
USC00412114,"CROCKETT, TX US",31.3072,-95.4509,105.8
US1TXBXR253,"CASTLE HILLS 1.9 NE, TX US",29.540395,-98.494724,204.8
USC00416959,"PERSIMMON GAP, TX US",29.6602,-103.1736,873.3
US1TXLK0031,"LUBBOCK 5.6 S, TX US",33.4958,-101.8935,983.6
US1TXMDL025,"ODESSA 4.8 ENE, TX US",31.902222,-102.273056,876
US1TXBXR251,"LIVE OAK 3.4 NW, TX US",29.591681,-98.375199,300.2
US1TXNU0009,"CORPUS CHRISTI 6.4 WSW, TX US",27.686549,-97.395051,11
US1TXNU0007,"CORPUS CHRISTI 9.0 SSE, TX US",27.590507,-97.224739,2.1
US1TXBND064,"BANDERA 9.5 WNW, TX US",29.797282,-99.207719,446.8
US1TXWK0026,"HUNTSVILLE 7.1 ESE, TX US",30.683056,-95.435278,121.9
US1TXGD0012,"GOLIAD 11.5 N, TX US",28.834927,-97.407655,82.6
USC00412121,"CROSBYTON, TX US",33.6516,-101.245,917.4
USC00413214,"FLOYDADA, TX US",33.9849,-101.3338,981.5
USW00012919,"BROWNSVILLE S PADRE ISLAND INTERNATIONAL AIRPORT, TX US",25.9141,-97.423,7.3
US1TXTV0122,"AUSTIN 5.6 WSW, TX US",30.280817,-97.839183,240.8
USC00413215,"FLOYDADA 9 SE, TX US",33.8761,-101.2463,954
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",29.63806,-95.28194,13.4
USW00012917,"PORT ARTHUR SE TX REGIONAL AIRPORT, TX US",29.95056,-94.02056,4.9
USC00412125,"CROSS, TX US",28.5978,-98.5547,86.9
US1TXLK0021,"LUBBOCK 3.1 S, TX US",33.5317,-101.8817,982.1
US1TXBXR241,"LIVE OAK 4.6 WNW, TX US",29.589565,-98.40517,285.9
US1TXMDL036,"MIDLAND 5.8 SSE, TX US",31.94825745,-102.0624313,848
USW00012912,"VICTORIA REGIONAL AIRPORT, TX US",28.8614,-96.9303,35.1
USR0000TDAY,"DAYTON TEXAS, TX US",30.105,-94.9314,30.5
US1TXWK0018,"HUNTSVILLE 1.3 SSE, TX US",30.695361,-95.540406,142.3
USR0000TLRG,"SANTA ANA NWR TEXAS, TX US",26.0839,-98.1369,27.4
US1TXBND073,"BANDERA 2.2 SSE, TX US",29.694511,-99.065135,404.2
US1TXWK0013,"HUNTSVILLE 4.8 NNW, TX US",30.7751365,-95.58345191,89
US1TXGD0025,"GOLIAD 14.3 NNE, TX US",28.864142,-97.33107,65.8
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",29.5443,-98.4839,240.5
US1TXGD0027,"GOLIAD 6.5 WNW, TX US",28.702768,-97.491219,75
US1TXMDL030,"MIDLAND 2.7 S, TX US",31.988047,-102.108696,866.2
US1TXBND070,"BANDERA 6.1 ESE, TX US",29.692531,-98.978916,343.8
US1TXBND071,"BANDERA 8.4 SW, TX US",29.62513,-99.15416,506.6
US1TXLK0014,"LUBBOCK 5.3 SSW, TX US",33.511535,-101.92604,990
US1TXMDL006,"MIDLAND 3.0 WSW, TX US",32.00634,-102.14626,868.4
US1TXCLD007,"HARWOOD 5.0 N, TX US",29.737888,-97.499107,179.5
US1TXJN0012,"JOSHUA 5.2 WSW, TX US",32.441603,-97.46567,271
US1TXKF0023,"TERRELL 6.1 NNE, TX US",32.8150833,-96.255639,171.3
US1TXMSN008,"MASON 0.4 W, TX US",30.7496,-99.238,479.1
US1TXWM0096,"GEORGETOWN 4.6 NNW, TX US",30.70724,-97.722609,242.6
US1TXKF0020,"COTTONWOOD 1.3 NE, TX US",32.471614,-96.379008,127.7
US1TXCLD001,"MARTINDALE 1.7 NNW, TX US",29.863903,-97.858339,170.1
US1TXGD0031,"GOLIAD 8.7 NNW, TX US",28.78611111,-97.4475,90.5
USC00411250,"BURNET, TX US",30.7587,-98.2339,391.7
US1TXLK0002,"WOODROW 2.8 WNW, TX US",33.4606,-101.8883,986.9
US1TXMDL018,"MIDLAND 12.1 S, TX US",31.85215,-102.07606,854
USC00415611,"MARLIN, TX US",31.30511,-96.87671,124.1
US1TXBXR027,"SCENIC OAKS 0.8 SW, TX US",29.701292,-98.684133,406.9
USC00413675,"GRANBURY 5 N, TX US",32.5216,-97.8069,237.4
US1TXDS0005,"HEREFORD 1.1 N, TX US",34.83859,-102.40139,1171.7
US1TXDS0004,"HEREFORD 2.4 ENE, TX US",34.835141,-102.358231,1159.8
US1TXDS0006,"HEREFORD 2.3 SSW, TX US",34.7906,-102.4069,1170.7
US1TXLK0007,"LUBBOCK 6.7 SW, TX US",33.557194,-101.968072,1003.1
US1TXKF0010,"TERRELL 8.2 SSW, TX US",32.627626,-96.358616,130.8
USC00416950,"PERRYTON, TX US",36.3897,-100.8238,896.7
USC00415821,"MEMPHIS, TX US",34.72611,-100.53722,637
US1TXGV0049,"LA MARQUE 3.9 SE, TX US",29.333967,-94.939934,1.8
US1TXMDN003,"HONDO 8.7 E, TX US",29.356372,-99.0171451,312.1
USC00414976,"LAKE FORK RESERVOIR, TX US",32.8241,-95.5275,126.2
US1TXHSK003,"RULE 0.5 NW, TX US",33.186956,-99.89936,514.5
US1TXGV0046,"LEAGUE CITY 3.6 ENE, TX US",29.523101,-95.0382,5.2
US1TXWM0074,"GEORGETOWN 3.0 ESE, TX US",30.634132,-97.638732,229.8
USC00419191,"TURKEY, TX US",34.39556,-100.89722,710.2
US1TXLL0041,"LLANO 11.6 S, TX US",30.585716,-98.703786,380.7
US1TXJO0004,"STAMFORD 2.4 E, TX US",32.93738455,-99.7707966,483.7
US1TXRD0045,"AMARILLO 6.9 SW, TX US",35.1389,-101.9138,1128.4
US1TXLL0048,"HORSESHOE BAY 0.8 WNW, TX US",30.540464,-98.368057,263.7
US1TXTN0027,"NORTH RICHLAND HILLS 1.7 NNE, TX US",32.88427,-97.21132,210
USC00414982,"LAKE KEMP, TX US",33.7542,-99.1442,355.7
US1TXCLB003,"VAN HORN 6.0 ENE, TX US",31.061294,-104.736904,1169.2
US1TXLL0047,"LLANO 7.2 W, TX US",30.76593451,-98.79449062,350.5
USC00414980,"LAKE TAWAKONI, TX US",32.8522,-95.8863,136.6
US1TXLL0049,"LLANO 0.4 ESE, TX US",30.74771,-98.667093,317
US1TXGS0065,"FREDERICKSBURG 0.7 S, TX US",30.260339,-98.87375,523
US1TXMDN018,"HONDO 8.8 E, TX US",29.353033,-99.011713,309.4
US1TXGS0068,"FREDERICKSBURG 16.4 WNW, TX US",30.3902,-99.1092,608.4
US1TXGS0069,"HARPER 5.3 ESE, TX US",30.26463,-99.16558,600.5
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",29.303414,-98.914581,247.5
US1TXTN0030,"WATAUGA 1.9 NW, TX US",32.889919,-97.2742,207.9
US1TXJO0009,"MERKEL 8.5 ENE, TX US",32.528431,-99.88604,522.4
US1TXHYS017,"DRIPPING SPRINGS 8.4 W, TX US",30.166634,-98.226313,409
US1TXHYS019,"SAN MARCOS 2.9 WNW, TX US",29.902747,-97.970787,228.6
US1TXLL0056,"LLANO 0.9 WSW, TX US",30.747515,-98.688857,312.7
US1TXGV0061,"GALVESTON 3.6 WSW, TX US",29.206723,-94.946477,1.5
US1TXLL0050,"LLANO 9.9 SE, TX US",30.638162,-98.572554,359.4
US1TXLL0052,"KINGSLAND 1.2 SW, TX US",30.653557,-98.469864,270.4
US1TXRU0013,"WINGATE 0.2 E, TX US",32.0444,-100.107,643.4
US1TXGS0072,"KERRVILLE 8.3 N, TX US",30.1617319,-99.1418478,636.7
US1TXLL0059,"CASTELL 0.1 E, TX US",30.701109,-98.956077,365.2
US1TXTN0039,"FORT WORTH 5.4 SSW, TX US",32.679714,-97.362921,232
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",29.98,-95.36,29
USC00410394,"ASPERMONT, TX US",33.1524,-100.2333,509
US1TXGS0055,"HARPER 1.0 NW, TX US",30.310006,-99.256235,631.5
US1TXHRR093,"PASADENA 4.4 WNW, TX US",29.684861,-95.219703,9.1
US1TXMDL049,"MIDLAND 4.6 WSW, TX US",31.9962,-102.1698,873.6
USC00414950,"LAJITAS, TX US",29.2694,-103.7575,732.4
US1TXGS0059,"FREDERICKSBURG 16.1 WSW, TX US",30.224289,-99.136361,608.4
US1TXMDL047,"MIDLAND 3.9 WSW, TX US",32.0046,-102.161,872
USW00012924,"CORPUS CHRISTI INTERNATIONAL AIRPORT, TX US",27.7742,-97.5122,13.4
US1TXCML176,"CANYON LAKE 2.3 ESE, TX US",29.863989,-98.225265,296
US1TXMDL045,"MIDLAND 3.8 NNE, TX US",32.080103,-102.082751,859.5
USC00413624,"GONZALES 10 SW, TX US",29.4359,-97.5177,111.3
USW00012923,"GALVESTON SCHOLES FIELD, TX US",29.2733,-94.8592,1.5
US1TXGV0064,"HITCHCOCK 1.6 NNW, TX US",29.338008,-95.026056,3
US1TXGV0069,"LEAGUE CITY 0.9 WNW, TX US",29.490395,-95.120691,6.7
USR0000THUN,"HUNTSVILLE TEXAS, TX US",30.45,-95.4,108.2
US1TXWK0003,"HUNTSVILLE 11.5 WSW, TX US",30.625567,-95.71475,102.4
US1TXSH0004,"BRECKENRIDGE 14.2 NE, TX US",32.893625,-98.729066,368.8
US1TXWK0005,"HUNTSVILLE 2.8 WSW, TX US",30.702,-95.596,118.6
US1TXGR0002,"JUSTICEBURG 2.4 ENE, TX US",33.049951,-101.162877,709.6
US1TXHYS007,"DRIPPING SPRINGS 4.3 E, TX US",30.1974,-98.016508,385.9
USC00419175,"TULIA, TX US",34.5474,-101.7614,1060.7
US1TXPL0040,"LIVINGSTON 5.8 SE, TX US",30.645353,-94.872201,90.2
US1TXLL0064,"LLANO 11.0 SE, TX US",30.6313,-98.5511,331.9
US1TXGV0070,"TEXAS CITY 3.8 E, TX US",29.40516,-94.894383,2.1
US1TXWM0058,"ANDICE 1.6 SW, TX US",30.760289,-97.85699,321.6
US1TXCML182,"SPRING BRANCH 0.8 SSE, TX US",29.829772,-98.40398,347.5
US1TXGS0061,"FREDERICKSBURG 2.0 WNW, TX US",30.279855,-98.903289,554.4
US1TXWM0291,"ROUND ROCK 3.7 E, TX US",30.526583,-97.61105,196
US1TXMCL007,"LORENA 5.5 NW, TX US",31.447103,-97.267839,176.5
US1TXHYS003,"WIMBERLEY 4.4 E, TX US",30.005355,-98.029015,253
US1TXCML188,"NEW BRAUNFELS 1.6 NNW, TX US",29.724552,-98.131813,224
US1TXCML189,"CANYON LAKE 2.9 SSW, TX US",29.8368,-98.2824,395.9
USC00411694,"CHILDRESS 2, TX US",34.43861,-100.21833,585.2
USC00412786,"EL CAMPO, TX US",29.2,-96.2654,33.5
US1TXCML184,"NEW BRAUNFELS 9.2 N, TX US",29.8355,-98.08796,319.1
USC00414967,"LAKE ALAN HENRY, TX US",33.06417,-101.04889,694.9
US1TXCML187,"NEW BRAUNFELS 7.3 NNE, TX US",29.80193,-98.07195,269.7
USC00413877,"HALLSVILLE 4 S, TX US",32.44771,-94.59554,98.1
US1TXGV0073,"GALVESTON 8.3 NE, TX US",29.30144,-94.78169,2.4
US1TXHYS236,"SAN MARCOS 2.7 W, TX US",29.877587,-97.974363,214.9
US1TXRD0031,"CANYON 1.9 W, TX US",34.980284,-101.954975,1092.4
US1TXWM0068,"GEORGETOWN 4.5 SSE, TX US",30.5907,-97.6509,253
US1TXKN0133,"BOERNE 11.3 NE, TX US",29.91007614,-98.59888458,374.3
US1TXRD0032,"AMARILLO 9.2 S, TX US",35.0700264,-101.8153,1093.6
US1TXMCL014,"WACO 1.9 SW, TX US",31.55126572,-97.2070694,181.7
US1TXMDL051,"MIDLAND 4.0 WSW, TX US",32.0089843,-102.165221,868.4
US1TXCML194,"NEW BRAUNFELS 2.3 SW, TX US",29.676852,-98.140123,213.1
US1TXHYS233,"DRIFTWOOD 3.2 ENE, TX US",30.1356,-97.9797,315.8
US1TXMCL018,"LORENA 5.2 NW, TX US",31.43833333,-97.27255,199.3
US1TXCML156,"CANYON LAKE 0.4 NE, TX US",29.8791,-98.257337,289.9
US1TXGS0033,"FREDERICKSBURG 8.3 SSW, TX US",30.156659,-98.914976,579.4
US1TXGS0037,"FREDERICKSBURG 0.5 SW, TX US",30.2656751,-98.8776652,533.4
US1TXCML154,"CANYON LAKE 0.5 W, TX US",29.874694,-98.271058,294.4
US1TXBXR095,"HELOTES 3.7 SSE, TX US",29.51703262,-98.67495728,285
US1TXGV0086,"FRIENDSWOOD 0.4 W, TX US",29.512798,-95.204175,8.5
US1TXHRR276,"HOUSTON 7.7 W, TX US",29.756392,-95.515073,20.4
US1TXPL0022,"LIVINGSTON 0.7 WNW, TX US",30.71312,-94.94779,44.5
USC00412758,"EDINBURG, TX US",26.298,-98.1575,29.3
US1TXHRR275,"SPRING 10.5 WSW, TX US",30.021845,-95.552643,41.1
USC00411429,"CANYON DAM, TX US",29.8607,-98.1959,304.8
US1TXGA0043,"SHERMAN 2.5 NW, TX US",33.64086,-96.642992,217.9
US1TXHRR031,"FRIENDSWOOD 2.5 NNE, TX US",29.545275,-95.182089,9.4
US1TXHRR273,"SPRING 1.3 NW, TX US",30.07465,-95.39875,35.7
US1TXGV0088,"DICKINSON 0.4 SSW, TX US",29.448894,-95.069311,3.4
US1TXPL0027,"ONALASKA 0.6 WSW, TX US",30.80636667,-95.11648333,54.9
US1TXGA0042,"SHERMAN 1.8 WNW, TX US",33.624719,-96.638984,242.3
US1TXCLL103,"MELISSA 1.5 ENE, TX US",33.29456,-96.555,203.3
US1TXHYS226,"SAN MARCOS 5.5 NNW, TX US",29.955142,-97.958347,224
US1TXWM0273,"CEDAR PARK 3.3 S, TX US",30.467446,-97.824461,301.8
US1TXGV0090,"TEXAS CITY 3.5 W, TX US",29.40626,-95.016034,4.9
US1TXMLM032,"CAMERON 4.6 SE, TX US",30.81967,-96.914707,143.3
US1TXCLL101,"MCKINNEY 3.1 SW, TX US",33.17062,-96.693817,223.1
US1TXHYS228,"DRIPPING SPRINGS 6.2 E, TX US",30.18269,-97.98554,339.5
US1TXCLL102,"MCKINNEY 4.0 WSW, TX US",33.17598,-96.71704,228.6
US1TXHYS227,"BUDA 1.9 WNW, TX US",30.093338,-97.870009,227.7
US1TXHRR028,"WEBSTER 0.4 NW, TX US",29.5371,-95.1215,7.6
US1TXCSS008,"DOUGLASSVILLE 1.5 SE, TX US",33.17885,-94.3302,124.7
US1TXWM0279,"GEORGETOWN 0.9 WSW, TX US",30.643333,-97.700278,232.3
US1TXCSS009,"ATLANTA 2.7 SSW, TX US",33.08002,-94.18135,87.8
US1TXGV0092,"CRYSTAL BEACH 2.2 ENE, TX US",29.467808,-94.605953,2.1
US1TXWM0278,"GEORGETOWN 6.7 NNW, TX US",30.733291,-97.740503,272.2
US1TXMDN045,"HONDO 14.1 ENE, TX US",29.4327,-98.9413,296.6
US1TXMDN044,"NATALIA 5.4 SSE, TX US",29.11907196,-98.81751251,189.3
US1TXNU0091,"PORT ARANSAS 4.0 SSW, TX US",27.77628,-97.10347,1.8
US1TXCSS005,"ATLANTA 0.3 E, TX US",33.11689,-94.159809,85
US1TXMDN041,"D HANIS 2.4 NNE, TX US",29.3601,-99.2611,285.3
US1TXMLM037,"BURLINGTON 4.6 SW, TX US",30.962535,-97.042889,116.4
US1TXHYS221,"SAN MARCOS 1.4 WSW, TX US",29.87338,-97.951625,184.7
USC00411671,"CHEAPSIDE, TX US",29.30922,-97.40607,111.3
US1TXMLM034,"CAMERON 0.8 ENE, TX US",30.861711,-96.963773,121.6
US1TXHRR280,"SEABROOK 0.7 NW, TX US",29.586119,-95.001968,3.4
USC00411430,"CANYON, TX US",34.9805,-101.9263,1094.2
USC00410586,"BAYTOWN, TX US",29.9142,-94.9908,7.9
USC00413614,"GOLDTHWAITE 1 WSW, TX US",31.4405,-98.5902,459.3
US1TXGS0026,"FREDERICKSBURG 11.4 NE, TX US",30.383283,-98.732096,561.4
USC00410345,"ARMSTRONG 4 SE, TX US",26.8338,-97.7077,7.6
USC00414704,"KATY CITY, TX US",29.8024,-95.8196,46.6
USR0000TWOO,"WOODVILLE TEXAS, TX US",30.75,-94.4,115.8
US1TXCML165,"NEW BRAUNFELS 2.6 ESE, TX US",29.694992,-98.075346,199.6
US1TXHRR043,"TOMBALL 6.2 W, TX US",30.0803337,-95.717847,71.9
US1TXHRR286,"BUNKER HILL VILLAGE 2.7 WNW, TX US",29.7769,-95.574,22.6
US1TXPL0035,"LIVINGSTON 13.4 NW, TX US",30.860255,-95.078262,43.6
US1TXGA0030,"HOWE 4.3 NE, TX US",33.56102778,-96.56486111,237.7
US1TXHYS215,"DRIPPING SPRINGS 1.5 NNE, TX US",30.208889,-98.081389,339.9
USC00419163,"TRUSCOTT 3 W, TX US",33.75707,-99.86187,478.8
US1TXWM0283,"ELGIN 11.4 NE, TX US",30.47673,-97.25243,176.5
US1TXGA0034,"BELLS 1.1 WSW, TX US",33.611423,-96.428909,217.6
US1TXWM0044,"JOLLYVILLE 1.2 WNW, TX US",30.455636,-97.769188,271.9
US1TXGA0035,"HOWE 1.1 S, TX US",33.4974,-96.6166,260.6
USR0000TBEL,"BALCONES TEXAS, TX US",30.5661,-98.0389,315.5
US1TXGA0038,"SHERMAN 2.7 NW, TX US",33.64062,-96.64792,217.3
US1TXHRR278,"TAYLOR LAKE VILLAGE 3.7 WNW, TX US",29.5955,-95.1117,6.7
US1TXWM0048,"THRALL 10.5 SSE, TX US",30.4458,-97.235,164.9
US1TXGA0039,"GORDONVILLE 1.0 WNW, TX US",33.80139,-96.86944,225.6
US1TXMDN054,"D HANIS 0.4 NNE, TX US",29.335667,-99.280449,271
US1TXWM0280,"GEORGETOWN 1.1 WNW, TX US",30.65591,-97.70213,230.7
US1TXHYS210,"WIMBERLEY 5.1 WNW, TX US",30.021704,-98.179292,345.3
US1TXWM0282,"GEORGETOWN 6.5 NNW, TX US",30.73866,-97.71007,269.4
US1TXTV0310,"TANGLEWOOD FOREST 3.1 NW, TX US",30.210059,-97.870763,262.1
US1TXCML135,"NEW BRAUNFELS 1.5 NNW, TX US",29.72356,-98.12778,218.2
US1TXGS0012,"HARPER 3.7 SW, TX US",30.268176,-99.29255,657.1
US1TXTV0312,"LEANDER 1.4 SSW, TX US",30.545611,-97.873403,317.6
US1TXVZ0021,"CANTON 6.1 W, TX US",32.548405,-95.968627,153.3
US1TXMDN027,"MICO 5.0 E, TX US",29.534379,-98.841015,348.1
US1TXVZ0028,"WILLS POINT 4.4 NNW, TX US",32.765396,-96.04304,153.9
US1TXCML130,"BOERNE 10.4 E, TX US",29.810673,-98.559341,403.3
USC00414911,"LA JOYA, TX US",26.3233,-98.3233,64.9
US1TXBRN009,"BROWNWOOD 13.7 NW, TX US",31.83197594,-99.16861725,440.4
US1TXGS0018,"FREDERICKSBURG 12.2 W, TX US",30.2617044,-99.0766134,617.8
USC00413828,"GUTHRIE, TX US",33.62667,-100.33694,536.4
US1TXGA0020,"SHERMAN 5.1 WSW, TX US",33.589393,-96.691144,257.6
US1TXHYS204,"DRIPPING SPRINGS 9.9 NNW, TX US",30.32639,-98.13222,309.1
USC00418040,"SANFORD DAM, TX US",35.7048,-101.5492,894.9
US1TXGA0026,"GORDONVILLE 3.6 NNE, TX US",33.845863,-96.830433,214
US1TXGA0029,"SHERMAN 5.2 ESE, TX US",33.5903,-96.5256,222.2
US1TXNU0075,"CORPUS CHRISTI 8.3 SSE, TX US",27.59483,-97.23969,0.6
US1TXWM0254,"GEORGETOWN 2.0 N, TX US",30.6762767,-97.6926361,238.7
US1TXMDN023,"DEVINE 0.4 S, TX US",29.1399633,-98.905306,197.5
US1TXMCL046,"BRUCEVILLE EDDY 1.9 W, TX US",31.306533,-97.280045,236.8
US1TXMDN022,"HONDO 6.9 SSE, TX US",29.26,-99.13,239.3
US1TXMLM018,"GAUSE 2.8 NNW, TX US",30.818171,-96.748496,101.5
US1TXMLM017,"GAUSE 2.5 W, TX US",30.78998333,-96.76308333,152.7
US1TXMCL048,"CHINA SPRING 3.3 WNW, TX US",31.667707,-97.361787,190.8
US1TXHYS200,"WOODCREEK 5.7 ENE, TX US",30.0718,-98.02919,333.1
US1TXBRN002,"BROWNWOOD 6.7 ENE, TX US",31.755469,-98.869718,447.4
US1TXPL0018,"LIVINGSTON 8.4 W, TX US",30.698418,-95.076545,48.2
USC00412741,"EDEN, TX US",31.2208,-99.8494,624.8
US1TXCOO001,"WHITESBORO 2.8 W, TX US",33.65695,-96.952151,245.1
US1TXMCL050,"WACO 6.5 SSW, TX US",31.29,-97.13,209.7
US1TXVZ0033,"EUSTACE 7.3 NE, TX US",32.374877,-95.916771,177.7
US1TXCML147,"GARDEN RIDGE 3.7 NW, TX US",29.678047,-98.32866,296.9
US1TXLK0088,"LUBBOCK 6.4 SW, TX US",33.50758,-101.96106,1002.8
US1TXCML141,"NEW BRAUNFELS 4.6 W, TX US",29.710922,-98.193596,302.1
US1TXMCL053,"LORENA 5.6 N, TX US",31.461934,-97.226426,214
US1TXTV0302,"LAKEWAY 3.1 ENE, TX US",30.381451,-97.929518,208.8
US1TXCML142,"NEW BRAUNFELS 10.2 N, TX US",29.85094383,-98.12673792,301.1
US1TXMCL054,"MCGREGOR 2.9 WSW, TX US",31.44139,-97.42508,223.1
US1TXMDN036,"HONDO 11.0 E, TX US",29.33546667,-98.97748333,300.2
US1TXCML143,"NEW BRAUNFELS 1.9 SSE, TX US",29.677673,-98.110763,213.4
US1TXLK0084,"LUBBOCK 3.9 NW, TX US",33.60909,-101.92985,1002.2
US1TXGS0007,"HARPER 1.4 S, TX US",30.2798,-99.2417,627
US1TXCOO006,"GAINESVILLE 10.6 ESE, TX US",33.56712,-96.987162,243.5
US1TXVZ0030,"MURCHISON 7.7 NNE, TX US",32.367602,-95.686202,143.9
US1TXNU0068,"ROBSTOWN 6.2 ENE, TX US",27.845392,-97.574259,21.3
US1TXGA0015,"GORDONVILLE 3.3 NNW, TX US",33.83638,-96.881713,210.3
US1TXWM0022,"LIBERTY HILL 0.6 NNW, TX US",30.671343,-97.928297,317.3
US1TXGA0019,"SHERMAN 3.6 NW, TX US",33.65436172,-96.65510559,237.4
US1TXGA0016,"POTTSBORO 0.8 NW, TX US",33.780271,-96.681729,218.5
US1TXWM0026,"GEORGETOWN 4.7 NNE, TX US",30.713129,-97.668105,228.9
US1TXWM0268,"GEORGETOWN 5.4 NW, TX US",30.6957025,-97.7572214,271
US1TXGA0017,"VAN ALSTYNE 6.2 ENE, TX US",33.44773483,-96.47225189,210.9
USC00419380,"VIGO PARK, TX US",34.6521,-101.497,1036.3
US1TXMCL056,"VALLEY MILLS 0.9 ESE, TX US",31.651235,-97.459108,212.8
USC00418059,"SANTA ROSA 3 WNW, TX US",26.2655,-97.8713,15.2
US1TXMDN033,"HONDO 3.4 S, TX US",29.307901,-99.162915,260.3
US1TXNU0061,"CORPUS CHRISTI 6.9 SE, TX US",27.625833,-97.226111,2.7
US1TXLK0081,"LUBBOCK 3.0 S, TX US",33.53308,-101.87809,987.2
US1TXMLM028,"THORNDALE 4.0 NNW, TX US",30.6647,-97.2383,152.7
US1TXMDN031,"DEVINE 6.7 NNE, TX US",29.23756981,-98.86862183,228
US1TXMLM026,"ROCKDALE 4.5 NNE, TX US",30.716828,-96.982535,148.7
US1TXMLM024,"MILANO 5.2 ENE, TX US",30.721773,-96.773373,136.9
US1TXMLM023,"CAMERON 10.3 ENE, TX US",30.90268333,-96.8114,108.5
US1TXCML112,"SPRING BRANCH 7.5 NE, TX US",29.951096,-98.322399,352.3
US1TXBRZ036,"PEARLAND 7.4 W, TX US",29.548258,-95.398357,19.5
USC00411500,"CARTHAGE, TX US",32.1615,-94.3398,93
US1TXBRZ032,"LAKE JACKSON 1.6 E, TX US",29.043001,-95.420226,4.9
USC00410655,"BELLVILLE 6 NNE, TX US",30.0316,-96.2166,85.3
US1TXLM0003,"POWDERLY 1.0 S, TX US",33.79611111,-95.52388889,160
US1TXDA0063,"DESOTO 2.2 ENE, TX US",32.613008,-96.827942,186.8
US1TXLM0008,"PARIS 4.2 NE, TX US",33.7158,-95.50368,163.1
US1TXPT0022,"AMARILLO 5.0 W, TX US",35.199311,-101.906954,1131.1
US1TXGP0138,"NEW BRAUNFELS 3.3 S, TX US",29.656228,-98.124449,223.4
US1TXDA0065,"GARLAND 3.6 NNW, TX US",32.955,-96.6622,171
US1TXGP0135,"SEGUIN 6.7 SW, TX US",29.512511,-98.04943,185.9
US1TXFY0001,"SMITHVILLE 6.6 SE, TX US",29.948448,-97.069428,111.6
US1TXBRZ041,"ALVIN 3.4 SW, TX US",29.395,-95.28187,10.4
US1TXBRZ042,"LAKE JACKSON 2.3 NW, TX US",29.068424,-95.46876,6.7
US1TXHCK003,"ROUNDUP 0.4 SW, TX US",33.76,-102.1035,1024.1
US1TXHCK002,"ROPESVILLE 5.8 NNW, TX US",33.4922,-102.1883,1036.9
US1TXDA0076,"DALLAS 1.0 NNE, TX US",32.807458,-96.759065,164.6
US1TXDA0075,"CARROLLTON 2.8 SSE, TX US",32.952006,-96.876272,164.3
US1TXGP0124,"SEGUIN 3.6 WSW, TX US",29.556579,-98.022037,162.5
US1TXGP0123,"SEGUIN 2.5 SE, TX US",29.553558,-97.940879,156.7
USC00417060,"PITCHFORK RANCH, TX US",33.5992,-100.5319,592.8
US1TXBSQ002,"KOPPERL 5.2 WNW, TX US",32.11133333,-97.57533333,234.7
US1TXTN0085,"SOUTHLAKE 1.7 NE, TX US",32.9721,-97.1293,176.2
USC00411720,"CHOKE CANYON DAM, TX US",28.4675,-98.2525,70.1
USC00419207,"TYLER, TX US",32.3066,-95.2969,167.6
US1TXMDN068,"LYTLE 2.2 W, TX US",29.23841,-98.83326,227.7
US1TXEL0014,"OAK LEAF 0.8 WSW, TX US",32.51547485,-96.86182756,177.4
USC00410639,"BEEVILLE 5 NE, TX US",28.4575,-97.7061,77.7
US1TXEL0007,"PECAN HILL 2.7 WSW, TX US",32.4778,-96.8147,182.9
US1TXMDN067,"CASTROVILLE 1.3 SSW, TX US",29.330977,-98.882437,292
US1TXVV0016,"DEL RIO 7.8 NNW, TX US",29.48166667,-100.9413333,361.5
US1TXVV0014,"LANGTRY 10.6 W, TX US",29.83067,-101.7334,494.7
US1TXMDN064,"CASTROVILLE 7.0 NE, TX US",29.43092,-98.80586,307.2
US1TXTN0092,"BEDFORD 0.6 NNE, TX US",32.854356,-97.131006,184.7
USC00411970,"COOPER, TX US",33.3744,-95.6933,148.1
USR0000TANA,"ANAHUAC NWR TEXAS, TX US",29.6692,-94.4383,1.5
USC00411974,"COPE RANCH, TX US",31.5333,-101.2842,755.9
USC00411736,"CHRISTOVAL 3 SSW, TX US",31.17084,-100.51555,641.9
USC00410404,"ATHENS, TX US",32.1633,-95.83,136.6
US1TXDA0052,"MESQUITE 2.4 W, TX US",32.77092,-96.640881,157.9
US1TXEL0025,"MIDLOTHIAN 5.2 SSW, TX US",32.422096,-97.022944,253.9
USC00410408,"ATLANTA, TX US",33.1244,-94.1661,96
US1TXEL0018,"MIDLOTHIAN 3.5 S, TX US",32.44396667,-97.00333333,251.2
US1TXDA0053,"DALLAS 2.7 WNW, TX US",32.815197,-96.803515,150
USC00418373,"SLATON, TX US",33.4368,-101.6473,939.4
US1TXPT0015,"AMARILLO 9.9 WNW, TX US",35.260483,-101.979894,1110.1
US1TXGP0145,"NEW BRAUNFELS 4.9 ESE, TX US",29.669983,-98.046231,188.1
US1TXGP0148,"SEGUIN 4.7 NE, TX US",29.6214,-97.9076,175.3
US1TXPT0017,"AMARILLO 5.9 WSW, TX US",35.184479,-101.920712,1132.9
