0,1
20210413T02-05,36277
20210413T01-05,38046
20210413T00-05,40833
20210412T23-05,44266
20210412T22-05,47352
20210412T21-05,49281
20210412T20-05,49830
20210412T19-05,51545
20210412T18-05,52435
20210412T17-05,51930
20210412T16-05,50673
20210412T15-05,48833
20210412T14-05,46737
20210412T13-05,44691
20210412T12-05,42946
20210412T11-05,41391
20210412T10-05,40122
20210412T09-05,38790
20210412T08-05,37683
20210412T07-05,36364
20210412T06-05,33919
20210412T05-05,32590
20210412T04-05,32224
20210412T03-05,32583
20210412T02-05,33460
20210412T01-05,35220
20210412T00-05,37746
20210411T23-05,40899
20210411T22-05,43597
20210411T21-05,44891
20210411T20-05,45237
20210411T19-05,46986
20210411T18-05,47345
20210411T17-05,46005
20210411T16-05,44104
20210411T15-05,41848
20210411T14-05,39962
20210411T13-05,38456
20210411T12-05,37138
20210411T11-05,36101
20210411T10-05,34885
20210411T09-05,33715
20210411T08-05,32383
20210411T07-05,31720
20210411T06-05,31076
20210411T05-05,30857
20210411T04-05,31117
20210411T03-05,31572
20210411T02-05,32485
20210411T01-05,33710
20210411T00-05,35504
20210410T23-05,37508
20210410T22-05,39391
20210410T21-05,40771
20210410T20-05,41386
20210410T19-05,42849
20210410T18-05,43492
20210410T17-05,42997
20210410T16-05,42131
20210410T15-05,41161
20210410T14-05,40203
20210410T13-05,39305
20210410T12-05,38442
20210410T11-05,37572
20210410T10-05,36572
20210410T09-05,35388
20210410T08-05,34272
20210410T07-05,33624
20210410T06-05,32881
20210410T05-05,32979
20210410T04-05,33690
20210410T03-05,34732
20210410T02-05,36262
20210410T01-05,38412
20210410T00-05,41110
20210409T23-05,44447
20210409T22-05,47138
20210409T21-05,48922
20210409T20-05,49881
20210409T19-05,51500
20210409T18-05,52611
20210409T17-05,52693
20210409T16-05,51707
20210409T15-05,50144
20210409T14-05,48493
20210409T13-05,46580
20210409T12-05,44972
20210409T11-05,43614
20210409T10-05,42057
20210409T09-05,40844
20210409T08-05,39643
20210409T07-05,38067
20210409T06-05,35687
20210409T05-05,34399
20210409T04-05,34301
20210409T03-05,34878
20210409T02-05,35935
20210409T01-05,37637
20210409T00-05,40178
20210408T23-05,43381
20210408T22-05,46431
20210408T21-05,48388
20210408T20-05,48949
20210408T19-05,50249
20210408T18-05,51004
20210408T17-05,50574
20210408T16-05,49079
20210408T15-05,47278
20210408T14-05,45296
20210408T13-05,43167
20210408T12-05,41465
20210408T11-05,39758
20210408T10-05,38510
20210408T09-05,37471
20210408T08-05,36810
20210408T07-05,35383
20210408T06-05,32675
20210408T05-05,31202
20210408T04-05,30890
20210408T03-05,31354
20210408T02-05,32368
20210408T01-05,34024
20210408T00-05,36580
20210407T23-05,39978
20210407T22-05,43071
20210407T21-05,44582
20210407T20-05,45132
20210407T19-05,46547
20210407T18-05,47341
20210407T17-05,47382
20210407T16-05,46541
20210407T15-05,45443
20210407T14-05,44671
20210407T13-05,43422
20210407T12-05,42327
20210407T11-05,41625
20210407T10-05,40961
20210407T09-05,40051
20210407T08-05,39492
20210407T07-05,38093
20210407T06-05,35579
20210407T05-05,34283
20210407T04-05,34125
20210407T03-05,34635
20210407T02-05,35550
20210407T01-05,37164
20210407T00-05,39613
20210406T23-05,42640
20210406T22-05,45321
20210406T21-05,46716
20210406T20-05,46506
20210406T19-05,47281
20210406T18-05,47993
20210406T17-05,47874
20210406T16-05,47105
20210406T15-05,46073
20210406T14-05,44900
20210406T13-05,43528
20210406T12-05,42354
20210406T11-05,41010
20210406T10-05,39860
20210406T09-05,38736
20210406T08-05,37995
20210406T07-05,36469
20210406T06-05,33793
20210406T05-05,32353
20210406T04-05,31950
20210406T03-05,32364
20210406T02-05,33162
20210406T01-05,34575
20210406T00-05,36849
20210405T23-05,39527
20210405T22-05,42176
20210405T21-05,43335
20210405T20-05,42734
20210405T19-05,43348
20210405T18-05,43822
20210405T17-05,43635
20210405T16-05,42647
20210405T15-05,41882
20210405T14-05,41068
20210405T13-05,40474
20210405T12-05,39831
20210405T11-05,39073
20210405T10-05,38157
20210405T09-05,37003
20210405T08-05,36066
20210405T07-05,34586
20210405T06-05,31871
20210405T05-05,30396
20210405T04-05,29858
20210405T03-05,29986
20210405T02-05,30635
20210405T01-05,31797
20210405T00-05,33645
20210404T23-05,35985
20210404T22-05,37699
20210404T21-05,38129
20210404T20-05,36740
20210404T19-05,36400
20210404T18-05,36227
20210404T17-05,35924
20210404T16-05,35626
20210404T15-05,35504
20210404T14-05,35508
20210404T13-05,35406
20210404T12-05,35145
20210404T11-05,34711
20210404T10-05,33900
20210404T09-05,32414
20210404T08-05,31312
20210404T07-05,30398
20210404T06-05,29634
20210404T05-05,29380
20210404T04-05,29534
20210404T03-05,29981
20210404T02-05,30757
20210404T01-05,31897
20210404T00-05,33465
20210403T23-05,34969
20210403T22-05,36029
20210403T21-05,36499
20210403T20-05,35641
20210403T19-05,35370
20210403T18-05,35477
20210403T17-05,35487
20210403T16-05,35461
20210403T15-05,35504
20210403T14-05,35658
20210403T13-05,36120
20210403T12-05,36379
20210403T11-05,36236
20210403T10-05,35471
20210403T09-05,34199
20210403T08-05,32914
20210403T07-05,31953
20210403T06-05,30921
20210403T05-05,30511
20210403T04-05,30556
20210403T03-05,30820
20210403T02-05,31450
20210403T01-05,32529
20210403T00-05,34072
20210402T23-05,35679
20210402T22-05,36771
20210402T21-05,37376
20210402T20-05,36667
20210402T19-05,36776
20210402T18-05,36993
20210402T17-05,36799
20210402T16-05,36558
20210402T15-05,36423
20210402T14-05,36478
20210402T13-05,36718
20210402T12-05,37244
20210402T11-05,37768
20210402T10-05,37967
20210402T09-05,37856
20210402T08-05,37221
20210402T07-05,35589
20210402T06-05,33304
20210402T05-05,31879
20210402T04-05,31310
20210402T03-05,31389
20210402T02-05,31711
20210402T01-05,32513
20210402T00-05,33959
20210401T23-05,35789
20210401T22-05,37351
20210401T21-05,38133
20210401T20-05,37396
20210401T19-05,37430
20210401T18-05,37550
20210401T17-05,37403
20210401T16-05,37048
20210401T15-05,36996
20210401T14-05,37208
20210401T13-05,37452
20210401T12-05,37945
20210401T11-05,38287
20210401T10-05,38877
20210401T09-05,39442
20210401T08-05,39511
20210401T07-05,37375
20210401T06-05,33850
20210401T05-05,31779
20210401T04-05,31052
20210401T03-05,31050
20210401T02-05,31508
20210401T01-05,32420
20210401T00-05,34020
20210331T23-05,36258
20210331T22-05,38321
20210331T21-05,39379
20210331T20-05,38624
20210331T19-05,38752
20210331T18-05,39254
20210331T17-05,39329
20210331T16-05,39505
20210331T15-05,40022
20210331T14-05,40647
20210331T13-05,40916
20210331T12-05,41086
20210331T11-05,40709
20210331T10-05,39996
20210331T09-05,39094
20210331T08-05,38544
20210331T07-05,36878
20210331T06-05,34228
20210331T05-05,32943
20210331T04-05,32594
20210331T03-05,32976
20210331T02-05,33963
20210331T01-05,35560
20210331T00-05,37990
20210330T23-05,40777
20210330T22-05,43371
20210330T21-05,44626
20210330T20-05,43858
20210330T19-05,43923
20210330T18-05,44191
20210330T17-05,43829
20210330T16-05,43017
20210330T15-05,42271
20210330T14-05,41541
20210330T13-05,40738
20210330T12-05,40047
20210330T11-05,39147
20210330T10-05,38318
20210330T09-05,37661
20210330T08-05,37235
20210330T07-05,35552
20210330T06-05,32694
20210330T05-05,31170
20210330T04-05,30773
20210330T03-05,31015
20210330T02-05,31642
20210330T01-05,32790
20210330T00-05,34625
20210329T23-05,37016
20210329T22-05,39251
20210329T21-05,40310
20210329T20-05,39577
20210329T19-05,39623
20210329T18-05,39878
20210329T17-05,39564
20210329T16-05,39079
20210329T15-05,38773
20210329T14-05,38484
20210329T13-05,38253
20210329T12-05,38290
20210329T11-05,38336
20210329T10-05,38599
20210329T09-05,38792
20210329T08-05,38631
20210329T07-05,36598
20210329T06-05,33299
20210329T05-05,31331
20210329T04-05,30516
20210329T03-05,30397
20210329T02-05,30648
20210329T01-05,31478
20210329T00-05,33163
20210328T23-05,35301
20210328T22-05,37148
20210328T21-05,38032
20210328T20-05,37059
20210328T19-05,36806
20210328T18-05,36424
20210328T17-05,35757
20210328T16-05,35273
20210328T15-05,35121
20210328T14-05,35047
20210328T13-05,35185
20210328T12-05,35145
20210328T11-05,34769
20210328T10-05,33986
20210328T09-05,32631
20210328T08-05,31900
20210328T07-05,31574
20210328T06-05,31297
20210328T05-05,31468
20210328T04-05,32025
20210328T03-05,33135
20210328T02-05,34449
20210328T01-05,36228
20210328T00-05,38413
20210327T23-05,40652
20210327T22-05,42703
20210327T21-05,43960
20210327T20-05,44179
20210327T19-05,44986
20210327T18-05,45281
20210327T17-05,44848
20210327T16-05,43877
20210327T15-05,42809
20210327T14-05,41748
20210327T13-05,40626
20210327T12-05,39684
20210327T11-05,38349
20210327T10-05,36908
20210327T09-05,35222
20210327T08-05,33881
20210327T07-05,32738
20210327T06-05,31767
20210327T05-05,31393
20210327T04-05,31568
20210327T03-05,32088
20210327T02-05,32981
20210327T01-05,34446
20210327T00-05,36402
20210326T23-05,38591
20210326T22-05,40244
20210326T21-05,41298
20210326T20-05,41359
20210326T19-05,42791
20210326T18-05,43418
20210326T17-05,42965
20210326T16-05,41839
20210326T15-05,40767
20210326T14-05,39754
20210326T13-05,38991
20210326T12-05,38537
20210326T11-05,38149
20210326T10-05,38176
20210326T09-05,38222
20210326T08-05,38069
20210326T07-05,36214
20210326T06-05,33146
20210326T05-05,31381
20210326T04-05,30763
20210326T03-05,30801
20210326T02-05,31358
20210326T01-05,32368
20210326T00-05,34227
20210325T23-05,36636
20210325T22-05,38999
20210325T21-05,40352
20210325T20-05,39970
20210325T19-05,40500
20210325T18-05,40898
20210325T17-05,40696
20210325T16-05,40250
20210325T15-05,39829
20210325T14-05,39481
20210325T13-05,38997
20210325T12-05,38558
20210325T11-05,38201
20210325T10-05,37772
20210325T09-05,37417
20210325T08-05,37130
20210325T07-05,35206
20210325T06-05,32446
20210325T05-05,30869
20210325T04-05,30600
20210325T03-05,30981
20210325T02-05,31581
20210325T01-05,32851
20210325T00-05,34896
20210324T23-05,37635
20210324T22-05,39968
20210324T21-05,40892
20210324T20-05,40373
20210324T19-05,40028
20210324T18-05,40140
20210324T17-05,39928
20210324T16-05,39561
20210324T15-05,39338
20210324T14-05,39099
20210324T13-05,38912
20210324T12-05,38867
20210324T11-05,38891
20210324T10-05,38642
20210324T09-05,38320
20210324T08-05,38056
20210324T07-05,36218
20210324T06-05,33336
20210324T05-05,31558
20210324T04-05,30852
20210324T03-05,30806
20210324T02-05,31505
20210324T01-05,32662
20210324T00-05,34520
20210323T23-05,37246
20210323T22-05,39770
20210323T21-05,41249
20210323T20-05,41104
20210323T19-05,41890
20210323T18-05,42248
20210323T17-05,41761
20210323T16-05,41087
20210323T15-05,40375
20210323T14-05,39732
20210323T13-05,39284
20210323T12-05,38983
20210323T11-05,38638
20210323T10-05,38490
20210323T09-05,38479
20210323T08-05,38373
20210323T07-05,36407
20210323T06-05,33417
20210323T05-05,31846
20210323T04-05,31280
20210323T03-05,31502
20210323T02-05,32055
20210323T01-05,33221
20210323T00-05,34967
20210322T23-05,37183
20210322T22-05,39253
20210322T21-05,40294
20210322T20-05,40014
20210322T19-05,39660
20210322T18-05,39449
20210322T17-05,39510
20210322T16-05,39678
20210322T15-05,39875
20210322T14-05,39929
20210322T13-05,39951
20210322T12-05,39729
20210322T11-05,39274
20210322T10-05,38589
20210322T09-05,37920
20210322T08-05,37202
20210322T07-05,35345
20210322T06-05,32594
20210322T05-05,30923
20210322T04-05,30262
20210322T03-05,30286
20210322T02-05,30844
20210322T01-05,31904
20210322T00-05,33627
20210321T23-05,35835
20210321T22-05,37760
20210321T21-05,38553
20210321T20-05,37402
20210321T19-05,36955
20210321T18-05,36632
20210321T17-05,35948
20210321T16-05,35282
20210321T15-05,35025
20210321T14-05,35090
20210321T13-05,35352
20210321T12-05,35772
20210321T11-05,36234
20210321T10-05,36510
20210321T09-05,35926
20210321T08-05,34849
20210321T07-05,33529
20210321T06-05,32382
20210321T05-05,31762
20210321T04-05,31519
20210321T03-05,31566
20210321T02-05,31919
20210321T01-05,32669
20210321T00-05,33951
20210320T23-05,35260
20210320T22-05,36261
20210320T21-05,36604
20210320T20-05,35739
20210320T19-05,35675
20210320T18-05,35549
20210320T17-05,35080
20210320T16-05,34732
20210320T15-05,34661
20210320T14-05,34964
20210320T13-05,35464
20210320T12-05,36230
20210320T11-05,37087
20210320T10-05,37874
20210320T09-05,38108
20210320T08-05,37248
20210320T07-05,35497
20210320T06-05,33783
20210320T05-05,32661
20210320T04-05,32191
20210320T03-05,32150
20210320T02-05,32526
20210320T01-05,33229
20210320T00-05,34432
20210319T23-05,35860
20210319T22-05,37005
20210319T21-05,37544
20210319T20-05,36620
20210319T19-05,36251
20210319T18-05,36397
20210319T17-05,36363
20210319T16-05,36314
20210319T15-05,36622
20210319T14-05,37058
20210319T13-05,37700
20210319T12-05,38595
20210319T11-05,39420
20210319T10-05,40197
20210319T09-05,40788
20210319T08-05,40364
20210319T07-05,38114
20210319T06-05,35228
20210319T05-05,33262
20210319T04-05,32362
20210319T03-05,32212
20210319T02-05,32544
20210319T01-05,33297
20210319T00-05,34785
20210318T23-05,36592
20210318T22-05,38057
20210318T21-05,38697
20210318T20-05,37457
20210318T19-05,36969
20210318T18-05,37039
20210318T17-05,36969
20210318T16-05,36995
20210318T15-05,37254
20210318T14-05,37818
20210318T13-05,38392
20210318T12-05,39200
20210318T11-05,39756
20210318T10-05,40045
20210318T09-05,40096
20210318T08-05,39363
20210318T07-05,36929
20210318T06-05,34079
20210318T05-05,32285
20210318T04-05,31691
20210318T03-05,31729
20210318T02-05,32216
20210318T01-05,33281
20210318T00-05,34905
20210317T23-05,36994
20210317T22-05,38822
20210317T21-05,39835
20210317T20-05,39265
20210317T19-05,39754
20210317T18-05,40319
20210317T17-05,40276
20210317T16-05,39984
20210317T15-05,39600
20210317T14-05,39042
20210317T13-05,38649
20210317T12-05,38692
20210317T11-05,38564
20210317T10-05,38003
20210317T09-05,37182
20210317T08-05,36668
20210317T07-05,35332
20210317T06-05,33711
20210317T05-05,33132
20210317T04-05,33026
20210317T03-05,33332
20210317T02-05,34278
20210317T01-05,35682
20210317T00-05,37768
20210316T23-05,40332
20210316T22-05,42424
20210316T21-05,43355
20210316T20-05,42683
20210316T19-05,42946
20210316T18-05,43202
20210316T17-05,43231
20210316T16-05,42714
20210316T15-05,41675
20210316T14-05,40638
20210316T13-05,39767
20210316T12-05,39042
20210316T11-05,38277
20210316T10-05,37446
20210316T09-05,36680
20210316T08-05,36221
20210316T07-05,34588
20210316T06-05,32380
20210316T05-05,31163
20210316T04-05,30798
20210316T03-05,31105
20210316T02-05,31916
20210316T01-05,33206
20210316T00-05,35265
20210315T23-05,37575
20210315T22-05,39644
20210315T21-05,40915
20210315T20-05,40533
20210315T19-05,40654
20210315T18-05,40709
20210315T17-05,40263
20210315T16-05,39344
20210315T15-05,38578
20210315T14-05,37903
20210315T13-05,37413
20210315T12-05,37229
20210315T11-05,37232
20210315T10-05,37149
20210315T09-05,37153
20210315T08-05,36516
20210315T07-05,34507
20210315T06-05,31981
20210315T05-05,30431
20210315T04-05,29958
20210315T03-05,30020
20210315T02-05,30587
20210315T01-05,31582
20210315T00-05,33166
20210314T23-05,35075
20210314T22-05,36497
20210314T21-05,36979
20210314T20-05,36360
20210314T19-05,36338
20210314T18-05,36066
20210314T17-05,35663
20210314T16-05,35529
20210314T15-05,35681
20210314T14-05,36160
20210314T13-05,36473
20210314T12-05,36197
20210314T11-05,35406
20210314T10-05,33800
20210314T09-05,32084
20210314T08-05,31139
20210314T07-05,30614
20210314T06-05,30429
20210314T05-05,30755
20210314T04-05,31284
20210314T03-05,32149
20210314T01-06,33420
20210314T00-06,34977
20210313T23-06,36755
20210313T22-06,38142
20210313T21-06,39212
20210313T20-06,40052
20210313T19-06,39688
20210313T18-06,39756
20210313T17-06,40247
20210313T16-06,40539
20210313T15-06,40567
20210313T14-06,40456
20210313T13-06,40097
20210313T12-06,39439
20210313T11-06,38398
20210313T10-06,36896
20210313T09-06,35031
20210313T08-06,32968
20210313T07-06,31938
20210313T06-06,31150
20210313T05-06,30815
20210313T04-06,31004
20210313T03-06,31672
20210313T02-06,32545
20210313T01-06,34006
20210313T00-06,36026
20210312T23-06,38030
20210312T22-06,39825
20210312T21-06,41169
20210312T20-06,42287
20210312T19-06,42325
20210312T18-06,42704
20210312T17-06,43403
20210312T16-06,43695
20210312T15-06,43640
20210312T14-06,43366
20210312T13-06,42621
20210312T12-06,41635
20210312T11-06,40497
20210312T10-06,39258
20210312T09-06,37841
20210312T08-06,36506
20210312T07-06,35091
20210312T06-06,32646
20210312T05-06,31330
20210312T04-06,31094
20210312T03-06,31530
20210312T02-06,32314
20210312T01-06,33626
20210312T00-06,35550
20210311T23-06,37714
20210311T22-06,39715
20210311T21-06,41025
20210311T20-06,41884
20210311T19-06,41476
20210311T18-06,41064
20210311T17-06,41204
20210311T16-06,41238
20210311T15-06,41282
20210311T14-06,41062
20210311T13-06,40555
20210311T12-06,40045
20210311T11-06,39180
20210311T10-06,38260
20210311T09-06,37205
20210311T08-06,36133
20210311T07-06,34747
20210311T06-06,32397
20210311T05-06,31102
20210311T04-06,30768
20210311T03-06,31072
20210311T02-06,31770
20210311T01-06,32984
20210311T00-06,34824
20210310T23-06,37107
20210310T22-06,39087
20210310T21-06,40396
20210310T20-06,41141
20210310T19-06,40812
20210310T18-06,40295
20210310T17-06,40169
20210310T16-06,40046
20210310T15-06,39897
20210310T14-06,39703
20210310T13-06,39394
20210310T12-06,38981
20210310T11-06,38405
20210310T10-06,37710
20210310T09-06,36953
20210310T08-06,36066
20210310T07-06,34692
20210310T06-06,32089
20210310T05-06,30571
20210310T04-06,30097
20210310T03-06,30257
20210310T02-06,30728
20210310T01-06,31692
20210310T00-06,33336
20210309T23-06,35556
20210309T22-06,37563
20210309T21-06,39159
20210309T20-06,39990
20210309T19-06,39218
20210309T18-06,38313
20210309T17-06,38247
20210309T16-06,38398
20210309T15-06,38442
20210309T14-06,38444
20210309T13-06,38293
20210309T12-06,38200
20210309T11-06,37849
20210309T10-06,37455
20210309T09-06,36903
20210309T08-06,36292
20210309T07-06,35144
20210309T06-06,32521
20210309T05-06,30729
20210309T04-06,30076
20210309T03-06,30086
20210309T02-06,30483
20210309T01-06,31331
20210309T00-06,32805
20210308T23-06,34922
20210308T22-06,37033
20210308T21-06,38407
20210308T20-06,38924
20210308T19-06,38251
20210308T18-06,37336
20210308T17-06,37061
20210308T16-06,37092
20210308T15-06,37222
20210308T14-06,37343
20210308T13-06,37556
20210308T12-06,37907
20210308T11-06,38482
20210308T10-06,39228
20210308T09-06,40043
20210308T08-06,40590
20210308T07-06,39186
20210308T06-06,35886
20210308T05-06,33540
20210308T04-06,32384
20210308T03-06,31855
20210308T02-06,31738
20210308T01-06,32096
20210308T00-06,33151
20210307T23-06,34691
20210307T22-06,36155
20210307T21-06,36909
20210307T20-06,37071
20210307T19-06,35704
20210307T18-06,34392
20210307T17-06,33841
20210307T16-06,33450
20210307T15-06,33440
20210307T14-06,33718
20210307T13-06,34320
20210307T12-06,34874
20210307T11-06,35614
20210307T10-06,36415
20210307T09-06,36815
20210307T08-06,36619
20210307T07-06,35601
20210307T06-06,34056
20210307T05-06,32981
20210307T04-06,32469
20210307T03-06,32280
20210307T02-06,32371
20210307T01-06,32731
20210307T00-06,33536
20210306T23-06,34431
20210306T22-06,35219
20210306T21-06,35649
20210306T20-06,35942
20210306T19-06,34901
20210306T18-06,34016
20210306T17-06,33755
20210306T16-06,33577
20210306T15-06,33577
20210306T14-06,33969
20210306T13-06,34433
20210306T12-06,34911
20210306T11-06,35396
20210306T10-06,35761
20210306T09-06,35769
20210306T08-06,35207
20210306T07-06,34009
20210306T06-06,32351
20210306T05-06,31205
20210306T04-06,30787
20210306T03-06,30708
20210306T02-06,31014
20210306T01-06,31861
20210306T00-06,33138
20210305T23-06,34601
20210305T22-06,36116
20210305T21-06,37297
20210305T20-06,38223
20210305T19-06,38286
20210305T18-06,38120
20210305T17-06,38217
20210305T16-06,37983
20210305T15-06,37800
20210305T14-06,37679
20210305T13-06,37455
20210305T12-06,37447
20210305T11-06,37415
20210305T10-06,37409
20210305T09-06,37232
20210305T08-06,36835
20210305T07-06,35431
20210305T06-06,32374
20210305T05-06,30418
20210305T04-06,29688
20210305T03-06,29723
20210305T02-06,30134
20210305T01-06,30878
20210305T00-06,32258
20210304T23-06,34152
20210304T22-06,36222
20210304T21-06,37635
20210304T20-06,38333
20210304T19-06,37682
20210304T18-06,36879
20210304T17-06,36844
20210304T16-06,36629
20210304T15-06,36660
20210304T14-06,36643
20210304T13-06,36698
20210304T12-06,37063
20210304T11-06,37527
20210304T10-06,38477
20210304T09-06,39742
20210304T08-06,40632
20210304T07-06,39553
20210304T06-06,35905
20210304T05-06,33451
20210304T04-06,32306
20210304T03-06,31849
20210304T02-06,31844
20210304T01-06,32335
20210304T00-06,33507
20210303T23-06,35267
20210303T22-06,36876
20210303T21-06,37934
20210303T20-06,38202
20210303T19-06,37167
20210303T18-06,36120
20210303T17-06,35911
20210303T16-06,35769
20210303T15-06,35783
20210303T14-06,36034
20210303T13-06,36583
20210303T12-06,37613
20210303T11-06,39097
20210303T10-06,40834
20210303T09-06,43058
20210303T08-06,44899
20210303T07-06,43624
20210303T06-06,39620
20210303T05-06,36858
20210303T04-06,35512
20210303T03-06,34872
20210303T02-06,34655
20210303T01-06,34920
20210303T00-06,35763
20210302T23-06,37125
20210302T22-06,38449
20210302T21-06,39068
20210302T20-06,39102
20210302T19-06,37441
20210302T18-06,35827
20210302T17-06,35484
20210302T16-06,35333
20210302T15-06,35653
20210302T14-06,36423
20210302T13-06,37309
20210302T12-06,38381
20210302T11-06,39597
20210302T10-06,40966
20210302T09-06,42365
20210302T08-06,43565
20210302T07-06,42189
20210302T06-06,38224
20210302T05-06,35641
20210302T04-06,34367
20210302T03-06,33970
20210302T02-06,34132
20210302T01-06,34737
20210302T00-06,36038
20210301T23-06,37970
20210301T22-06,39972
20210301T21-06,41280
20210301T20-06,41823
20210301T19-06,41341
20210301T18-06,39907
20210301T17-06,38949
20210301T16-06,38539
20210301T15-06,38864
20210301T14-06,39605
20210301T13-06,40177
20210301T12-06,40713
20210301T11-06,41027
20210301T10-06,40855
20210301T09-06,40253
20210301T08-06,39395
20210301T07-06,37436
20210301T06-06,34146
20210301T05-06,32128
20210301T04-06,31288
20210301T03-06,31284
20210301T02-06,31702
20210301T01-06,32653
20210301T00-06,34254
20210228T23-06,36415
20210228T22-06,38389
20210228T21-06,39662
20210228T20-06,40272
20210228T19-06,39652
20210228T18-06,38670
20210228T17-06,38343
20210228T16-06,38154
20210228T15-06,38093
20210228T14-06,37928
20210228T13-06,37474
20210228T12-06,36838
20210228T11-06,35787
20210228T10-06,34326
20210228T09-06,32502
20210228T08-06,30894
20210228T07-06,30199
20210228T06-06,29457
20210228T05-06,29331
20210228T04-06,29609
20210228T03-06,30190
20210228T02-06,31038
20210228T01-06,32276
20210228T00-06,33720
20210227T23-06,35285
20210227T22-06,36558
20210227T21-06,37547
20210227T20-06,38223
20210227T19-06,37961
20210227T18-06,37300
20210227T17-06,37099
20210227T16-06,37221
20210227T15-06,37630
20210227T14-06,38042
20210227T13-06,38231
20210227T12-06,38028
20210227T11-06,37379
20210227T10-06,36549
20210227T09-06,35324
20210227T08-06,33936
20210227T07-06,32904
20210227T06-06,31732
20210227T05-06,31112
20210227T04-06,31086
20210227T03-06,31429
20210227T02-06,32111
20210227T01-06,33153
20210227T00-06,34563
20210226T23-06,36221
20210226T22-06,37487
20210226T21-06,38342
20210226T20-06,39069
20210226T19-06,39025
20210226T18-06,38391
20210226T17-06,38389
20210226T16-06,38640
20210226T15-06,38919
20210226T14-06,39215
20210226T13-06,39685
20210226T12-06,40128
20210226T11-06,40217
20210226T10-06,40219
20210226T09-06,39863
20210226T08-06,39397
20210226T07-06,37898
20210226T06-06,35034
20210226T05-06,33316
20210226T04-06,32731
20210226T03-06,32810
20210226T02-06,33215
20210226T01-06,34129
20210226T00-06,35517
20210225T23-06,37523
20210225T22-06,39633
20210225T21-06,41142
20210225T20-06,41858
20210225T19-06,41715
20210225T18-06,40517
20210225T17-06,39628
20210225T16-06,39277
20210225T15-06,39185
20210225T14-06,39325
20210225T13-06,39311
20210225T12-06,39207
20210225T11-06,38868
20210225T10-06,38431
20210225T09-06,37616
20210225T08-06,36724
20210225T07-06,35052
20210225T06-06,31955
20210225T05-06,30173
20210225T04-06,29490
20210225T03-06,29389
20210225T02-06,29745
20210225T01-06,30639
20210225T00-06,32157
20210224T23-06,34515
20210224T22-06,36618
20210224T21-06,37934
20210224T20-06,38702
20210224T19-06,38401
20210224T18-06,37640
20210224T17-06,37562
20210224T16-06,37242
20210224T15-06,36810
20210224T14-06,36495
20210224T13-06,36252
20210224T12-06,35925
20210224T11-06,35547
20210224T10-06,35228
20210224T09-06,34857
20210224T08-06,34431
20210224T07-06,33052
20210224T06-06,30054
20210224T05-06,28431
20210224T04-06,27719
20210224T03-06,27857
20210224T02-06,28261
20210224T01-06,29252
20210224T00-06,30848
20210223T23-06,33085
20210223T22-06,35336
20210223T21-06,36881
20210223T20-06,37715
20210223T19-06,37096
20210223T18-06,36170
20210223T17-06,35871
20210223T16-06,35520
20210223T15-06,35153
20210223T14-06,34937
20210223T13-06,34918
20210223T12-06,35117
20210223T11-06,35807
20210223T10-06,37049
20210223T09-06,38517
20210223T08-06,39592
20210223T07-06,38206
20210223T06-06,34655
20210223T05-06,32201
20210223T04-06,31035
20210223T03-06,30517
20210223T02-06,30354
20210223T01-06,30769
20210223T00-06,31861
20210222T23-06,33576
